Date,Open,High,Low,Close,Adj Close,Volume
2013-07-16,20.65,20.65,20.65,20.65,16.929668,0
2013-07-17,20.65,20.65,20.65,20.65,16.929668,0
2013-07-18,20.65,20.65,20.65,20.65,16.929668,0
2013-07-19,20.65,20.65,20.65,20.65,16.929668,0
2013-07-22,20.65,20.65,20.65,20.65,16.929668,0
2013-07-23,20.65,20.65,20.65,20.65,16.929668,0
2013-07-24,20.65,20.65,20.65,20.65,16.929668,0
2013-07-25,21.200001,21.200001,21.200001,21.200001,17.380579,900
2013-07-26,21.200001,21.200001,21.200001,21.200001,17.380579,0
2013-07-29,21.200001,21.200001,21.200001,21.200001,17.380579,0
2013-07-30,21.200001,21.200001,21.200001,21.200001,17.380579,0
2013-07-31,21.200001,21.200001,21.200001,21.200001,17.380579,0
2013-08-01,21.200001,21.200001,21.200001,21.200001,17.380579,0
2013-08-02,21.200001,21.200001,21.200001,21.200001,17.380579,0
2013-08-05,20.700001,20.700001,20.700001,20.700001,16.970661,500
2013-08-06,20.700001,20.700001,20.700001,20.700001,16.970661,0
2013-08-07,20.700001,20.700001,20.700001,20.700001,16.970661,0
2013-08-08,20.700001,20.700001,20.700001,20.700001,16.970661,0
2013-08-09,20.700001,20.700001,20.700001,20.700001,16.970661,0
2013-08-12,20.700001,20.700001,20.700001,20.700001,16.970661,0
2013-08-13,20.700001,20.700001,20.700001,20.700001,16.970661,0
2013-08-14,20.799999,20.799999,20.799999,20.799999,17.052647,2900
2013-08-15,20.799999,20.799999,20.799999,20.799999,17.052647,0
2013-08-16,20.799999,20.799999,20.799999,20.799999,17.052647,0
2013-08-19,20.799999,20.799999,20.799999,20.799999,17.052647,0
2013-08-20,20.799999,20.799999,20.799999,20.799999,17.052647,0
2013-08-21,20.799999,20.799999,20.799999,20.799999,17.052647,0
2013-08-22,20.799999,20.799999,20.799999,20.799999,17.052647,0
2013-08-23,20.799999,20.799999,20.799999,20.799999,17.052647,0
2013-08-26,20.799999,20.799999,20.799999,20.799999,17.052647,0
2013-08-27,21.4,21.4,21.4,21.4,17.54455,100
2013-08-28,21.4,21.4,21.4,21.4,17.54455,0
2013-08-29,21.4,21.4,21.4,21.4,17.54455,0
2013-08-30,21.4,21.4,21.4,21.4,17.54455,0
2013-09-03,21.4,21.4,21.4,21.4,17.54455,0
2013-09-04,21.4,21.4,21.4,21.4,17.54455,0
2013-09-05,21.4,21.4,21.4,21.4,17.54455,0
2013-09-06,21.4,21.4,21.4,21.4,17.54455,0
2013-09-09,21.52,21.52,21.52,21.52,17.642933,300
2013-09-10,21.52,21.52,21.52,21.52,17.642933,0
2013-09-11,21.459999,21.459999,21.459999,21.459999,17.593739,900
2013-09-12,21.459999,21.459999,21.459999,21.459999,17.593739,0
2013-09-13,21.459999,21.459999,21.459999,21.459999,17.593739,0
2013-09-16,21.459999,21.459999,21.459999,21.459999,17.593739,0
2013-09-17,21.459999,21.459999,21.459999,21.459999,17.593739,0
2013-09-18,21.459999,21.459999,21.459999,21.459999,17.593739,0
2013-09-19,21.459999,21.459999,21.459999,21.459999,17.593739,0
2013-09-20,21.459999,21.459999,21.459999,21.459999,17.593739,0
2013-09-23,21.459999,21.459999,21.459999,21.459999,17.593739,0
2013-09-24,21.459999,21.459999,21.459999,21.459999,17.593739,0
2013-09-25,21.950001,21.950001,21.950001,21.950001,17.995462,1200
2013-09-26,21.719999,21.719999,21.719999,21.719999,17.806896,300
2013-09-27,21.719999,21.719999,21.719999,21.719999,17.806896,0
2013-09-30,21.719999,21.719999,21.719999,21.719999,17.806896,0
2013-10-01,21.719999,21.719999,21.719999,21.719999,17.806896,0
2013-10-02,21.719999,21.719999,21.719999,21.719999,17.806896,0
2013-10-03,21.719999,21.719999,21.719999,21.719999,17.806896,0
2013-10-04,21.719999,21.719999,21.719999,21.719999,17.806896,0
2013-10-07,21.719999,21.719999,21.719999,21.719999,17.806896,0
2013-10-08,21.719999,21.719999,21.719999,21.719999,17.806896,0
2013-10-09,21.719999,21.719999,21.719999,21.719999,17.806896,0
2013-10-10,21.719999,21.719999,21.719999,21.719999,17.806896,0
2013-10-11,21.719999,21.719999,21.719999,21.719999,17.806896,0
2013-10-14,21.719999,21.719999,21.719999,21.719999,17.806896,0
2013-10-15,21.719999,21.719999,21.719999,21.719999,17.806896,0
2013-10-16,21.25,21.25,21.25,21.25,17.421572,300
2013-10-17,21.25,21.25,21.25,21.25,17.421572,100
2013-10-18,21.25,21.25,21.25,21.25,17.421572,0
2013-10-21,21.25,21.25,21.25,21.25,17.421572,0
2013-10-22,21.25,21.25,21.25,21.25,17.421572,0
2013-10-23,21.25,21.25,21.25,21.25,17.421572,0
2013-10-24,21.25,21.25,21.25,21.25,17.421572,0
2013-10-25,21.25,21.25,21.25,21.25,17.421572,0
2013-10-28,21.25,21.25,21.25,21.25,17.421572,0
2013-10-29,21.25,21.25,21.25,21.25,17.421572,0
2013-10-30,21.25,21.25,21.25,21.25,17.421572,0
2013-10-31,21.25,21.25,21.25,21.25,17.421572,0
2013-11-01,21.25,21.25,21.25,21.25,17.421572,0
2013-11-04,21.25,21.25,21.25,21.25,17.421572,0
2013-11-05,21.25,21.25,21.25,21.25,17.421572,0
2013-11-06,21.9,21.9,21.809999,21.809999,17.880682,4200
2013-11-07,21.809999,21.809999,21.809999,21.809999,17.880682,0
2013-11-08,21.809999,21.809999,21.809999,21.809999,17.880682,0
2013-11-11,21.809999,21.809999,21.809999,21.809999,17.880682,0
2013-11-12,21.809999,21.809999,21.809999,21.809999,17.880682,0
2013-11-13,21.809999,21.809999,21.809999,21.809999,17.880682,0
2013-11-14,21.809999,21.809999,21.809999,21.809999,17.880682,0
2013-11-15,21.809999,21.809999,21.809999,21.809999,17.880682,0
2013-11-18,21.809999,21.809999,21.809999,21.809999,17.880682,0
2013-11-19,21.809999,21.809999,21.809999,21.809999,17.880682,0
2013-11-20,21.809999,21.809999,21.809999,21.809999,17.880682,0
2013-11-21,21.809999,21.809999,21.809999,21.809999,17.880682,0
2013-11-22,21.809999,21.809999,21.809999,21.809999,17.880682,0
2013-11-25,23.049999,23.049999,23.049999,23.049999,18.89728,500
2013-11-26,23.040001,23.040001,23.040001,23.040001,18.88909,3700
2013-11-27,23.040001,23.040001,23.040001,23.040001,18.88909,0
2013-11-29,23.040001,23.040001,23.040001,23.040001,18.88909,0
2013-12-02,23.040001,23.040001,23.040001,23.040001,18.88909,0
2013-12-03,23.049999,23.049999,23.049999,23.049999,18.89728,400
2013-12-04,23.049999,23.049999,23.049999,23.049999,18.89728,0
2013-12-05,23.049999,23.049999,23.049999,23.049999,18.89728,0
2013-12-06,23.049999,23.049999,23.049999,23.049999,18.89728,0
2013-12-09,23.049999,23.049999,23.049999,23.049999,18.89728,0
2013-12-10,23.049999,23.049999,23.049999,23.049999,18.89728,0
2013-12-11,23.049999,23.049999,23.049999,23.049999,18.89728,0
2013-12-12,23.049999,23.049999,23.049999,23.049999,18.89728,0
2013-12-13,23.049999,23.049999,23.049999,23.049999,18.89728,0
2013-12-16,23.049999,23.049999,23.049999,23.049999,18.89728,0
2013-12-17,23.049999,23.049999,23.049999,23.049999,18.89728,0
2013-12-18,23.049999,23.049999,23.049999,23.049999,18.89728,0
2013-12-19,23.299999,23.299999,23.299999,23.299999,19.102242,700
2013-12-20,23.299999,23.299999,23.299999,23.299999,19.102242,0
2013-12-23,23.450001,23.450001,22.9,22.9,18.774311,11000
2013-12-24,22.9,22.9,22.9,22.9,18.774311,0
2013-12-26,22.9,22.9,22.9,22.9,18.774311,0
2013-12-27,22.9,22.9,22.9,22.9,18.774311,0
2013-12-30,22.9,22.9,22.9,22.9,18.774311,0
2013-12-31,22.9,22.9,22.9,22.9,18.774311,0
2014-01-02,23.549999,23.549999,23.549999,23.549999,19.307201,6000
2014-01-03,23.76,23.76,23.76,23.76,19.479368,300
2014-01-06,23.52,23.52,23.52,23.52,19.282612,600
2014-01-07,23.52,23.52,23.52,23.52,19.282612,0
2014-01-08,23.52,23.52,23.52,23.52,19.282612,0
2014-01-09,23.52,23.52,23.52,23.52,19.282612,0
2014-01-10,23.52,23.52,23.52,23.52,19.282612,0
2014-01-13,23.52,23.52,23.52,23.52,19.282612,0
2014-01-14,23.52,23.52,23.52,23.52,19.282612,0
2014-01-15,23.52,23.52,23.52,23.52,19.282612,0
2014-01-16,23.52,23.52,23.52,23.52,19.282612,0
2014-01-17,23.52,23.52,23.52,23.52,19.282612,0
2014-01-21,23.52,23.52,23.52,23.52,19.282612,0
2014-01-22,23.52,23.52,23.52,23.52,19.282612,0
2014-01-23,23.52,23.52,23.52,23.52,19.282612,0
2014-01-24,23.52,23.52,23.52,23.52,19.282612,0
2014-01-27,23.52,23.52,23.52,23.52,19.282612,0
2014-01-28,23.52,23.52,23.52,23.52,19.282612,0
2014-01-29,23.52,23.52,23.52,23.52,19.282612,0
2014-01-30,23.4,23.4,23.4,23.4,19.184229,2000
2014-01-31,23.4,23.4,23.4,23.4,19.184229,0
2014-02-03,23.4,23.4,23.4,23.4,19.184229,0
2014-02-04,23.4,23.4,23.4,23.4,19.184229,0
2014-02-05,23.4,23.4,23.4,23.4,19.184229,0
2014-02-06,23.4,23.4,23.4,23.4,19.184229,0
2014-02-07,23.4,23.4,23.4,23.4,19.184229,0
2014-02-10,23.4,23.4,23.4,23.4,19.184229,0
2014-02-11,23.4,23.4,23.4,23.4,19.184229,0
2014-02-12,23.52,23.52,23.52,23.52,19.282612,300
2014-02-13,23.52,23.52,23.52,23.52,19.282612,0
2014-02-14,23.52,23.52,23.52,23.52,19.282612,0
2014-02-18,25.1,25.1,25.1,25.1,20.577955,1800
2014-02-19,25.1,25.1,25.1,25.1,20.577955,0
2014-02-20,25.1,25.1,25.1,25.1,20.577955,0
2014-02-21,25.1,25.1,25.1,25.1,20.577955,0
2014-02-24,25.1,25.1,25.1,25.1,20.577955,0
2014-02-25,25.1,25.1,25.1,25.1,20.577955,0
2014-02-26,25.1,25.1,25.1,25.1,20.577955,0
2014-02-27,25.1,25.1,25.1,25.1,20.577955,0
2014-02-28,25.1,25.1,25.1,25.1,20.577955,0
2014-03-03,25.1,25.1,25.1,25.1,20.577955,0
2014-03-04,25.1,25.1,25.1,25.1,20.577955,0
2014-03-05,25.1,25.1,25.1,25.1,20.577955,0
2014-03-06,25.1,25.1,25.1,25.1,20.577955,0
2014-03-07,25.1,25.1,25.1,25.1,20.577955,0
2014-03-10,25.1,25.1,25.1,25.1,20.577955,0
2014-03-11,25.1,25.1,25.1,25.1,20.577955,0
2014-03-12,25.1,25.1,25.1,25.1,20.577955,0
2014-03-13,25.1,25.1,25.1,25.1,20.577955,0
2014-03-14,25.1,25.1,25.1,25.1,20.577955,0
2014-03-17,25.1,25.1,25.1,25.1,20.577955,0
2014-03-18,25.1,25.1,25.1,25.1,20.577955,0
2014-03-19,25.1,25.1,25.1,25.1,20.577955,0
2014-03-20,25.1,25.1,25.1,25.1,20.577955,0
2014-03-21,25.1,25.1,25.1,25.1,20.577955,0
2014-03-24,25.450001,25.450001,25.450001,25.450001,20.864899,4200
2014-03-25,25.450001,25.450001,25.450001,25.450001,20.864899,0
2014-03-26,25.450001,25.450001,25.450001,25.450001,20.864899,0
2014-03-27,25.450001,25.450001,25.450001,25.450001,20.864899,0
2014-03-28,25.450001,25.450001,25.450001,25.450001,20.864899,0
2014-03-31,25.450001,25.450001,25.450001,25.450001,20.864899,0
2014-04-01,25.450001,25.450001,25.450001,25.450001,20.864899,0
2014-04-02,25.450001,25.450001,25.450001,25.450001,20.864899,0
2014-04-03,25.450001,25.450001,25.450001,25.450001,20.864899,0
2014-04-04,26.549999,26.549999,26.549999,26.549999,21.766718,200
2014-04-07,26.549999,26.549999,26.549999,26.549999,21.766718,0
2014-04-08,26.549999,26.549999,26.549999,26.549999,21.766718,0
2014-04-09,26.549999,26.549999,26.549999,26.549999,21.766718,0
2014-04-10,26.549999,26.549999,26.549999,26.549999,21.766718,0
2014-04-11,26.4,26.4,26.4,26.4,21.643745,400
2014-04-14,26.4,26.4,26.4,26.4,21.643745,0
2014-04-15,26.4,26.4,26.4,26.4,21.643745,0
2014-04-16,26.4,26.4,26.4,26.4,21.643745,0
2014-04-17,26.4,26.4,26.4,26.4,21.643745,0
2014-04-21,26.4,26.4,26.4,26.4,21.643745,0
2014-04-22,26.4,26.4,26.4,26.4,21.643745,0
2014-04-23,26.4,26.4,26.4,26.4,21.643745,0
2014-04-24,26.4,26.4,26.4,26.4,21.643745,0
2014-04-25,26.4,26.4,26.4,26.4,21.643745,0
2014-04-28,26.4,26.4,26.4,26.4,21.643745,0
2014-04-29,26.4,26.4,26.4,26.4,21.643745,0
2014-04-30,26.4,26.4,26.4,26.4,21.643745,0
2014-05-01,26.4,26.4,26.4,26.4,21.643745,0
2014-05-02,26.4,26.4,26.4,26.4,21.643745,0
2014-05-05,26.4,26.4,26.4,26.4,21.643745,0
2014-05-06,28.049999,28.049999,28.049999,28.049999,22.996477,300
2014-05-07,28.049999,28.049999,28.049999,28.049999,23.347734,0
2014-05-08,28.049999,28.049999,28.049999,28.049999,23.347734,0
2014-05-09,28.049999,28.049999,28.049999,28.049999,23.347734,0
2014-05-12,28.049999,28.049999,28.049999,28.049999,23.347734,0
